Timestamp for sample frequency every 60 min min,Temperature_Fahrenheit,Relative_Humidity(calibrated +3%),
2021-08-27 00:00:00,64.58,71.2
2021-08-27 01:00:00,64.04,70.7
2021-08-27 02:00:00,64.04,70.5
2021-08-27 03:00:00,63.86,70.7
2021-08-27 04:00:00,64.04,70.7
2021-08-27 05:00:00,64.04,70.3
2021-08-27 06:00:00,64.22,70.4
2021-08-27 07:00:00,64.22,70.9
2021-08-27 08:00:00,64.04,71
2021-08-27 09:00:00,64.4,71.6
2021-08-27 10:00:00,64.4,68.9
2021-08-27 11:00:00,64.4,68
2021-08-27 12:00:00,64.4,68
2021-08-27 13:00:00,64.58,67.2
2021-08-27 14:00:00,64.58,67.6
2021-08-27 15:00:00,64.76,67.4
2021-08-27 16:00:00,64.94,67.3
2021-08-27 17:00:00,64.94,64.4
2021-08-27 18:00:00,64.76,64.9
2021-08-27 19:00:00,64.76,64.3
2021-08-27 20:00:00,64.58,64.4
2021-08-27 21:00:00,64.4,64.2
2021-08-27 22:00:00,64.22,64
2021-08-27 23:00:00,63.86,64.5
2021-08-28 00:00:00,63.86,64.5
2021-08-28 01:00:00,63.86,65
2021-08-28 02:00:00,63.5,65.7
2021-08-28 03:00:00,63.5,66.4
2021-08-28 04:00:00,63.5,67.1
2021-08-28 05:00:00,63.5,67.3
2021-08-28 06:00:00,63.5,67.4
2021-08-28 07:00:00,63.32,67.2
2021-08-28 08:00:00,63.5,67.2
2021-08-28 09:00:00,63.5,67.5
2021-08-28 10:00:00,63.5,67.9
2021-08-28 11:00:00,63.86,68.5
2021-08-28 12:00:00,64.22,68.5
2021-08-28 13:00:00,64.76,68.9
2021-08-28 14:00:00,65.48,67.5
2021-08-28 15:00:00,66.02,66.5
2021-08-28 16:00:00,66.38,65.2
2021-08-28 17:00:00,66.92,63.8
2021-08-28 18:00:00,67.1,64.5
2021-08-28 19:00:00,66.74,63.8
2021-08-28 20:00:00,66.38,63.4
2021-08-28 21:00:00,66.2,63.8
2021-08-28 22:00:00,66.2,62.3
2021-08-28 23:00:00,65.84,61.6
2021-08-29 00:00:00,65.48,62.4
2021-08-29 01:00:00,65.3,63.5
2021-08-29 02:00:00,65.12,64.1
2021-08-29 03:00:00,65.12,64.5
2021-08-29 04:00:00,64.94,64.6
2021-08-29 05:00:00,64.76,64.3
2021-08-29 06:00:00,64.76,63.8
2021-08-29 07:00:00,64.58,63.9
2021-08-29 08:00:00,64.4,64.4
2021-08-29 09:00:00,64.58,65.9
2021-08-29 10:00:00,64.58,66.6
2021-08-29 11:00:00,64.94,67.7
2021-08-29 12:00:00,65.3,67.5
2021-08-29 13:00:00,65.84,67.5
2021-08-29 14:00:00,66.2,67.5
2021-08-29 15:00:00,66.74,65
2021-08-29 16:00:00,67.1,65.3
2021-08-29 17:00:00,67.46,65.6
2021-08-29 18:00:00,67.82,64.9
2021-08-29 19:00:00,67.46,66.7
2021-08-29 20:00:00,66.92,68.8
2021-08-29 21:00:00,66.2,68.5
2021-08-29 22:00:00,65.84,68.4
2021-08-29 23:00:00,65.3,67.3
2021-08-30 00:00:00,64.76,66.2
2021-08-30 01:00:00,64.4,65.9
2021-08-30 02:00:00,63.68,65.2
2021-08-30 03:00:00,63.5,64.1
2021-08-30 04:00:00,62.78,63.2
2021-08-30 05:00:00,62.78,62.5
2021-08-30 06:00:00,62.06,62
2021-08-30 07:00:00,61.88,62.6
2021-08-30 08:00:00,62.6,64.3
2021-08-30 09:00:00,62.96,63.8
2021-08-30 10:00:00,63.32,63.7
2021-08-30 11:00:00,63.5,60.4
2021-08-30 12:00:00,63.68,60
2021-08-30 13:00:00,63.86,61.7
2021-08-30 14:00:00,64.04,61.2
2021-08-30 15:00:00,64.22,61
2021-08-30 16:00:00,64.22,60.4
2021-08-30 17:00:00,64.22,61.7
2021-08-30 18:00:00,64.22,61.4
2021-08-30 19:00:00,64.22,60.9
2021-08-30 20:00:00,64.04,61.3
2021-08-30 21:00:00,64.04,61.1
2021-08-30 22:00:00,63.86,61.7
2021-08-30 23:00:00,63.68,63.4
2021-08-31 00:00:00,63.68,63.7
2021-08-31 01:00:00,63.32,64.4
2021-08-31 02:00:00,62.96,63.9
2021-08-31 03:00:00,62.6,63.8
2021-08-31 04:00:00,62.42,63.6
2021-08-31 05:00:00,61.7,63.2
2021-08-31 06:00:00,61.34,62.6
2021-08-31 07:00:00,60.98,62.4
2021-08-31 08:00:00,61.52,63.3
2021-08-31 09:00:00,62.06,63.8
2021-08-31 10:00:00,62.42,63.8
2021-08-31 11:00:00,62.6,62.2
2021-08-31 12:00:00,62.78,60.9
2021-08-31 13:00:00,62.78,61.2
2021-08-31 14:00:00,62.96,60.6
2021-08-31 15:00:00,63.14,60.8
2021-08-31 16:00:00,63.32,60.9
2021-08-31 17:00:00,63.32,61.5
2021-08-31 18:00:00,63.32,62.1
2021-08-31 19:00:00,63.14,61.3
2021-08-31 20:00:00,62.96,60.4
2021-08-31 21:00:00,62.6,61.1
2021-08-31 22:00:00,62.24,61.1
2021-08-31 23:00:00,62.06,60.9
2021-09-01 00:00:00,62.06,60.6
2021-09-01 01:00:00,61.88,60.4
2021-09-01 02:00:00,61.88,61
2021-09-01 03:00:00,61.88,61.5
2021-09-01 04:00:00,61.7,61.8
2021-09-01 05:00:00,61.7,62.4
2021-09-01 06:00:00,61.34,62.9
2021-09-01 07:00:00,61.34,64.1
2021-09-01 08:00:00,61.34,64.7
2021-09-01 09:00:00,61.16,64.6
2021-09-01 10:00:00,61.52,64.7
2021-09-01 11:00:00,61.88,63
2021-09-01 12:00:00,62.06,62.7
2021-09-01 13:00:00,62.6,61.8
2021-09-01 14:00:00,62.78,60.9
2021-09-01 15:00:00,63.32,58.2
2021-09-01 16:00:00,63.68,56.3
2021-09-01 17:00:00,63.86,55.3
2021-09-01 18:00:00,64.22,54.7
2021-09-01 19:00:00,64.04,57.7
2021-09-01 20:00:00,63.68,58.3
2021-09-01 21:00:00,63.5,57.8
2021-09-01 22:00:00,63.5,57.8
2021-09-01 23:00:00,63.32,57.9
2021-09-02 00:00:00,63.14,59.1
2021-09-02 01:00:00,63.14,59.3
2021-09-02 02:00:00,62.96,58.8
2021-09-02 03:00:00,62.96,59.7
2021-09-02 04:00:00,62.78,59.8
2021-09-02 05:00:00,62.6,59.7
2021-09-02 06:00:00,62.42,60.5
2021-09-02 07:00:00,62.42,61.3
2021-09-02 08:00:00,62.42,62
2021-09-02 09:00:00,62.6,62.5
2021-09-02 10:00:00,62.6,62.8
2021-09-02 11:00:00,62.96,64.4
2021-09-02 12:00:00,63.32,63.9
2021-09-02 13:00:00,63.68,64.4
2021-09-02 14:00:00,64.22,60.5
2021-09-02 15:00:00,64.94,57.5
2021-09-02 16:00:00,65.12,56.9
2021-09-02 17:00:00,65.12,57.7
2021-09-02 18:00:00,65.12,56.6
2021-09-02 19:00:00,65.12,59.2
2021-09-02 20:00:00,64.94,55.8
2021-09-02 21:00:00,64.94,56.2
2021-09-02 22:00:00,64.76,56.7
2021-09-02 23:00:00,64.58,57.4
2021-09-03 00:00:00,64.22,58.9
2021-09-03 01:00:00,64.04,59.1
2021-09-03 02:00:00,63.5,58.8
2021-09-03 03:00:00,63.14,59.1
2021-09-03 04:00:00,62.96,59.7
2021-09-03 05:00:00,62.78,59.5
2021-09-03 06:00:00,62.6,60.5
2021-09-03 07:00:00,62.96,60.8
2021-09-03 08:00:00,63.14,60.6
2021-09-03 09:00:00,63.14,62.6
2021-09-03 10:00:00,63.5,63.4
2021-09-03 11:00:00,63.5,63.2
2021-09-03 12:00:00,63.86,62.6
2021-09-03 13:00:00,64.4,64.2
2021-09-03 14:00:00,64.58,62.7
2021-09-03 15:00:00,64.76,66.2
2021-09-03 16:00:00,64.94,66
2021-09-03 17:00:00,65.12,65
2021-09-03 18:00:00,65.12,63
2021-09-03 19:00:00,64.94,61.7
2021-09-03 20:00:00,64.76,62.6
2021-09-03 21:00:00,64.4,60.3
2021-09-03 22:00:00,64.04,59.9
2021-09-03 23:00:00,63.68,60
2021-09-04 00:00:00,63.5,60.1
2021-09-04 01:00:00,63.32,60.6
2021-09-04 02:00:00,62.96,61.8
2021-09-04 03:00:00,62.6,62.2
2021-09-04 04:00:00,62.6,62.9
2021-09-04 05:00:00,62.6,62.9
2021-09-04 06:00:00,62.42,63.2
2021-09-04 07:00:00,62.24,62.9
2021-09-04 08:00:00,62.42,64
2021-09-04 09:00:00,62.6,64.1
2021-09-04 10:00:00,62.96,63.1
2021-09-04 11:00:00,63.32,65.5
2021-09-04 12:00:00,63.5,65
2021-09-04 13:00:00,63.86,65.7
